study_name, sample_id,NCBI_accession
ShaoY_2019,f78d9f02-7ae6-11e9-a106-68b59976a384,ERR3405920
ShaoY_2019,f79a05c6-7ae6-11e9-a106-68b59976a384,ERR3406103
ShaoY_2019,f7a66cda-7ae6-11e9-a106-68b59976a384,ERR3406139
ShaoY_2019,f7b409d0-7ae6-11e9-a106-68b59976a384,ERR3406143
ShaoY_2019,f7c28df2-7ae6-11e9-a106-68b59976a384,ERR3406240
ShaoY_2019,f7d46572-7ae6-11e9-a106-68b59976a384,ERR3405986
ShaoY_2019,f6e1f792-7ae6-11e9-a106-68b59976a384,ERR3405842
ShaoY_2019,f7e561c4-7ae6-11e9-a106-68b59976a384,ERR3406020
ShaoY_2019,f807b792-7ae6-11e9-a106-68b59976a384,ERR3406241
ShaoY_2019,f8182cb2-7ae6-11e9-a106-68b59976a384,ERR3405683
ShaoY_2019,f82944ca-7ae6-11e9-a106-68b59976a384,ERR3405703
ShaoY_2019,f83a40cc-7ae6-11e9-a106-68b59976a384,ERR3406063
ShaoY_2019,f84afbba-7ae6-11e9-a106-68b59976a384,ERR3405684
ShaoY_2019,f85c0fea-7ae6-11e9-a106-68b59976a384,ERR3405704
ShaoY_2019,f86cdcda-7ae6-11e9-a106-68b59976a384,ERR3406064
ShaoY_2019,f87f5b44-7ae6-11e9-a106-68b59976a384,ERR3406150
ShaoY_2019,f88f8f00-7ae6-11e9-a106-68b59976a384,ERR3406268
ShaoY_2019,f89fe35a-7ae6-11e9-a106-68b59976a384,ERR3405686
ShaoY_2019,f7f76860-7ae6-11e9-a106-68b59976a384,ERR3406149
ShaoY_2019,f106c6d6-7ae6-11e9-a106-68b59976a384,ERR3406045
ShaoY_2019,f0ece2ca-7ae6-11e9-a106-68b59976a384,ERR3406043
ShaoY_2019,f0d3270e-7ae6-11e9-a106-68b59976a384,ERR3405976
ShaoY_2019,b501148e-7ae6-11e9-a106-68b59976a384,ERR3405802
ShaoY_2019,b4f2c7a8-7ae6-11e9-a106-68b59976a384,ERR3406245
ShaoY_2019,b4e56180-7ae6-11e9-a106-68b59976a384,ERR3406126
ShaoY_2019,b4d8faa8-7ae6-11e9-a106-68b59976a384,ERR3406200
ShaoY_2019,b4cc91c8-7ae6-11e9-a106-68b59976a384,ERR3405386
ShaoY_2019,b4b973b8-7ae6-11e9-a106-68b59976a384,ERR3405385
ShaoY_2019,b49fb342-7ae6-11e9-a106-68b59976a384,ERR3405384
ShaoY_2019,b485f5ba-7ae6-11e9-a106-68b59976a384,ERR3406281
ShaoY_2019,b46c4822-7ae6-11e9-a106-68b59976a384,ERR3406100
ShaoY_2019,b454402e-7ae6-11e9-a106-68b59976a384,ERR3406267
ShaoY_2019,b43b13e2-7ae6-11e9-a106-68b59976a384,ERR3405572
ShaoY_2019,b41013d6-7ae6-11e9-a106-68b59976a384,ERR3405571
ShaoY_2019,b400cbb0-7ae6-11e9-a106-68b59976a384,ERR3405576
ShaoY_2019,b3f12016-7ae6-11e9-a106-68b59976a384,ERR3405960
ShaoY_2019,b3e1802a-7ae6-11e9-a106-68b59976a384,ERR3405896
ShaoY_2019,b3d13a8a-7ae6-11e9-a106-68b59976a384,ERR3405381
ShaoY_2019,b3c1d9e6-7ae6-11e9-a106-68b59976a384,ERR3405383
ShaoY_2019,b3b1a422-7ae6-11e9-a106-68b59976a384,ERR3405382
ShaoY_2019,b3a1f7de-7ae6-11e9-a106-68b59976a384,ERR3405963
ShaoY_2019,b3923042-7ae6-11e9-a106-68b59976a384,ERR3405912
ShaoY_2019,b382aee2-7ae6-11e9-a106-68b59976a384,ERR3406025
ShaoY_2019,b50f7236-7ae6-11e9-a106-68b59976a384,ERR3405944
ShaoY_2019,dcd4d202-7ae6-11e9-a106-68b59976a384,ERR3405613
ShaoY_2019,b52f89fe-7ae6-11e9-a106-68b59976a384,ERR3405822
ShaoY_2019,b53fabfe-7ae6-11e9-a106-68b59976a384,ERR3405922
ShaoY_2019,e944e3ba-7ae6-11e9-a106-68b59976a384,ERR3405424
ShaoY_2019,e958e73e-7ae6-11e9-a106-68b59976a384,ERR3406298
ShaoY_2019,e96cedd8-7ae6-11e9-a106-68b59976a384,ERR3405656
ShaoY_2019,e980fad0-7ae6-11e9-a106-68b59976a384,ERR3405729
ShaoY_2019,e9956b00-7ae6-11e9-a106-68b59976a384,ERR3405968
ShaoY_2019,e9bf5a64-7ae6-11e9-a106-68b59976a384,ERR3405426
ShaoY_2019,e9d50bc0-7ae6-11e9-a106-68b59976a384,ERR3405427
ShaoY_2019,e9ea4cd8-7ae6-11e9-a106-68b59976a384,ERR3405428
ShaoY_2019,e9ff4638-7ae6-11e9-a106-68b59976a384,ERR3406249
ShaoY_2019,ea14401a-7ae6-11e9-a106-68b59976a384,ERR3405430
ShaoY_2019,b37157dc-7ae6-11e9-a106-68b59976a384,ERR3405788
ShaoY_2019,ea2928ea-7ae6-11e9-a106-68b59976a384,ERR3405431
ShaoY_2019,ea56fd2e-7ae6-11e9-a106-68b59976a384,ERR3405429
ShaoY_2019,ea6d78a6-7ae6-11e9-a106-68b59976a384,ERR3406230
ShaoY_2019,ea878f02-7ae6-11e9-a106-68b59976a384,ERR3405433
ShaoY_2019,ea9f1046-7ae6-11e9-a106-68b59976a384,ERR3405434
ShaoY_2019,eab9aa3c-7ae6-11e9-a106-68b59976a384,ERR3405435
ShaoY_2019,eada6fa6-7ae6-11e9-a106-68b59976a384,ERR3405436
ShaoY_2019,eaf72a7e-7ae6-11e9-a106-68b59976a384,ERR3405437
ShaoY_2019,eb16050c-7ae6-11e9-a106-68b59976a384,ERR3405438
ShaoY_2019,eb35b172-7ae6-11e9-a106-68b59976a384,ERR3405439
ShaoY_2019,b5503334-7ae6-11e9-a106-68b59976a384,ERR3405731
ShaoY_2019,ea400ccc-7ae6-11e9-a106-68b59976a384,ERR3405432
ShaoY_2019,b361edba-7ae6-11e9-a106-68b59976a384,ERR3405892
ShaoY_2019,b35271aa-7ae6-11e9-a106-68b59976a384,ERR3405568
ShaoY_2019,b343858c-7ae6-11e9-a106-68b59976a384,ERR3405574
ShaoY_2019,ee48e74e-7ae6-11e9-a106-68b59976a384,ERR3405544
ShaoY_2019,ee67b548-7ae6-11e9-a106-68b59976a384,ERR3405545
ShaoY_2019,ee81f124-7ae6-11e9-a106-68b59976a384,ERR3406232
ShaoY_2019,ee9b2c2a-7ae6-11e9-a106-68b59976a384,ERR3405546
ShaoY_2019,eeb48df0-7ae6-11e9-a106-68b59976a384,ERR3405547
ShaoY_2019,eece6414-7ae6-11e9-a106-68b59976a384,ERR3405548
ShaoY_2019,eee828e0-7ae6-11e9-a106-68b59976a384,ERR3405550
ShaoY_2019,ef01cbc4-7ae6-11e9-a106-68b59976a384,ERR3405551
ShaoY_2019,ef1b797a-7ae6-11e9-a106-68b59976a384,ERR3405552
ShaoY_2019,ef353f22-7ae6-11e9-a106-68b59976a384,ERR3405549
ShaoY_2019,ee297e86-7ae6-11e9-a106-68b59976a384,ERR3405543
ShaoY_2019,ef4ef890-7ae6-11e9-a106-68b59976a384,ERR3405553
ShaoY_2019,ef8c0802-7ae6-11e9-a106-68b59976a384,ERR3405555
ShaoY_2019,efa5d502-7ae6-11e9-a106-68b59976a384,ERR3405556
ShaoY_2019,efc04428-7ae6-11e9-a106-68b59976a384,ERR3405820
ShaoY_2019,efda463e-7ae6-11e9-a106-68b59976a384,ERR3405971
ShaoY_2019,eff410f0-7ae6-11e9-a106-68b59976a384,ERR3405978
ShaoY_2019,f055ad92-7ae6-11e9-a106-68b59976a384,ERR3406233
ShaoY_2019,f06e429e-7ae6-11e9-a106-68b59976a384,ERR3405812
ShaoY_2019,f086e876-7ae6-11e9-a106-68b59976a384,ERR3405821
ShaoY_2019,f09fdd22-7ae6-11e9-a106-68b59976a384,ERR3405855
ShaoY_2019,f0b9901e-7ae6-11e9-a106-68b59976a384,ERR3405979
ShaoY_2019,ef68bee2-7ae6-11e9-a106-68b59976a384,ERR3405554
ShaoY_2019,e919f7e0-7ae6-11e9-a106-68b59976a384,ERR3405422
ShaoY_2019,ee0b3de0-7ae6-11e9-a106-68b59976a384,ERR3405542
ShaoY_2019,edd27b40-7ae6-11e9-a106-68b59976a384,ERR3405540
ShaoY_2019,b3360768-7ae6-11e9-a106-68b59976a384,ERR3405565
ShaoY_2019,eb54f974-7ae6-11e9-a106-68b59976a384,ERR3405440
ShaoY_2019,eb764a20-7ae6-11e9-a106-68b59976a384,ERR3405927
ShaoY_2019,eb9b19c2-7ae6-11e9-a106-68b59976a384,ERR3406131
ShaoY_2019,ebb7a1e6-7ae6-11e9-a106-68b59976a384,ERR3406231
ShaoY_2019,ebd78af6-7ae6-11e9-a106-68b59976a384,ERR3405813
ShaoY_2019,ebf563f0-7ae6-11e9-a106-68b59976a384,ERR3405972
ShaoY_2019,ec123c14-7ae6-11e9-a106-68b59976a384,ERR3406019
ShaoY_2019,ec2b4970-7ae6-11e9-a106-68b59976a384,ERR3405819
ShaoY_2019,ec44c972-7ae6-11e9-a106-68b59976a384,ERR3405945
ShaoY_2019,edeb8126-7ae6-11e9-a106-68b59976a384,ERR3405541
ShaoY_2019,ec64450e-7ae6-11e9-a106-68b59976a384,ERR3405974
ShaoY_2019,ec9edb74-7ae6-11e9-a106-68b59976a384,ERR3405535
ShaoY_2019,ecbcc38c-7ae6-11e9-a106-68b59976a384,ERR3405536
ShaoY_2019,ecd5fd70-7ae6-11e9-a106-68b59976a384,ERR3405537
ShaoY_2019,ecef0b94-7ae6-11e9-a106-68b59976a384,ERR3405919
ShaoY_2019,ed08827c-7ae6-11e9-a106-68b59976a384,ERR3405441
ShaoY_2019,ed240aec-7ae6-11e9-a106-68b59976a384,ERR3405442
ShaoY_2019,ed3d4174-7ae6-11e9-a106-68b59976a384,ERR3405443
ShaoY_2019,ed6af006-7ae6-11e9-a106-68b59976a384,ERR3405444
ShaoY_2019,ed8a0c2a-7ae6-11e9-a106-68b59976a384,ERR3405538
ShaoY_2019,edaba06a-7ae6-11e9-a106-68b59976a384,ERR3405539
ShaoY_2019,ec7fe868-7ae6-11e9-a106-68b59976a384,ERR3405534
ShaoY_2019,dc8964de-7ae6-11e9-a106-68b59976a384,ERR3405300
ShaoY_2019,d3c13dcc-7ae6-11e9-a106-68b59976a384,ERR3405034
ShaoY_2019,dc56da46-7ae6-11e9-a106-68b59976a384,ERR3405158
ShaoY_2019,c7e61c98-7ae6-11e9-a106-68b59976a384,ERR3405705
ShaoY_2019,c7ff7030-7ae6-11e9-a106-68b59976a384,ERR3405627
ShaoY_2019,c817c8a6-7ae6-11e9-a106-68b59976a384,ERR3405628
ShaoY_2019,c8317648-7ae6-11e9-a106-68b59976a384,ERR3405632
ShaoY_2019,c84a5622-7ae6-11e9-a106-68b59976a384,ERR3405917
ShaoY_2019,c864f284-7ae6-11e9-a106-68b59976a384,ERR3406151
ShaoY_2019,c87fa214-7ae6-11e9-a106-68b59976a384,ERR3406261
ShaoY_2019,c8989ddc-7ae6-11e9-a106-68b59976a384,ERR3405630
ShaoY_2019,c8b13aae-7ae6-11e9-a106-68b59976a384,ERR3405631
ShaoY_2019,c8e70e72-7ae6-11e9-a106-68b59976a384,ERR3406078
ShaoY_2019,c9015a84-7ae6-11e9-a106-68b59976a384,ERR3406264
ShaoY_2019,c91b473c-7ae6-11e9-a106-68b59976a384,ERR3406152
ShaoY_2019,c935d016-7ae6-11e9-a106-68b59976a384,ERR3406256
ShaoY_2019,c954bfc6-7ae6-11e9-a106-68b59976a384,ERR3406158
ShaoY_2019,c96e2420-7ae6-11e9-a106-68b59976a384,ERR3406262
ShaoY_2019,bbe5c998-7ae6-11e9-a106-68b59976a384,ERR3405839
ShaoY_2019,bbca2a30-7ae6-11e9-a106-68b59976a384,ERR3406015
ShaoY_2019,bbb17544-7ae6-11e9-a106-68b59976a384,ERR3405825
ShaoY_2019,bb9dfec4-7ae6-11e9-a106-68b59976a384,ERR3405834
ShaoY_2019,bb8a011c-7ae6-11e9-a106-68b59976a384,ERR3405895
ShaoY_2019,bb750366-7ae6-11e9-a106-68b59976a384,ERR3405827
ShaoY_2019,c7cd7b20-7ae6-11e9-a106-68b59976a384,ERR3405638
ShaoY_2019,bb5eeed2-7ae6-11e9-a106-68b59976a384,ERR3405826
ShaoY_2019,c7b4ab04-7ae6-11e9-a106-68b59976a384,ERR3405629
ShaoY_2019,c78237fa-7ae6-11e9-a106-68b59976a384,ERR3406110
ShaoY_2019,c54efc52-7ae6-11e9-a106-68b59976a384,ERR3405844
ShaoY_2019,c57d5f2a-7ae6-11e9-a106-68b59976a384,ERR3405903
ShaoY_2019,c596de50-7ae6-11e9-a106-68b59976a384,ERR3406074
ShaoY_2019,c5b09264-7ae6-11e9-a106-68b59976a384,ERR3406144
ShaoY_2019,c5cac36e-7ae6-11e9-a106-68b59976a384,ERR3406156
ShaoY_2019,c5e4135a-7ae6-11e9-a106-68b59976a384,ERR3406208
ShaoY_2019,c5fd62e2-7ae6-11e9-a106-68b59976a384,ERR3406140
ShaoY_2019,c6167426-7ae6-11e9-a106-68b59976a384,ERR3406302
ShaoY_2019,c630c79a-7ae6-11e9-a106-68b59976a384,ERR3405850
ShaoY_2019,c64a2eba-7ae6-11e9-a106-68b59976a384,ERR3405943
ShaoY_2019,c6640d30-7ae6-11e9-a106-68b59976a384,ERR3405854
ShaoY_2019,c681104c-7ae6-11e9-a106-68b59976a384,ERR3405923
ShaoY_2019,c69aee0e-7ae6-11e9-a106-68b59976a384,ERR3405852
ShaoY_2019,c6b49368-7ae6-11e9-a106-68b59976a384,ERR3405853
ShaoY_2019,c6ce4eb6-7ae6-11e9-a106-68b59976a384,ERR3405987
ShaoY_2019,c6e7f7d0-7ae6-11e9-a106-68b59976a384,ERR3406080
ShaoY_2019,c704252c-7ae6-11e9-a106-68b59976a384,ERR3406147
ShaoY_2019,c71de82c-7ae6-11e9-a106-68b59976a384,ERR3406145
ShaoY_2019,c737992a-7ae6-11e9-a106-68b59976a384,ERR3406209
ShaoY_2019,c750d0ca-7ae6-11e9-a106-68b59976a384,ERR3406146
ShaoY_2019,c7695802-7ae6-11e9-a106-68b59976a384,ERR3406210
ShaoY_2019,c79bb73e-7ae6-11e9-a106-68b59976a384,ERR3406157
ShaoY_2019,bb4dc35a-7ae6-11e9-a106-68b59976a384,ERR3406034
ShaoY_2019,bb2c61ba-7ae6-11e9-a106-68b59976a384,ERR3405835
ShaoY_2019,bb1be90c-7ae6-11e9-a106-68b59976a384,ERR3405830
ShaoY_2019,caabbb68-7ae6-11e9-a106-68b59976a384,ERR3406090
ShaoY_2019,cabb42c2-7ae6-11e9-a106-68b59976a384,ERR3406088
ShaoY_2019,cacbc7fa-7ae6-11e9-a106-68b59976a384,ERR3406163
ShaoY_2019,cadb67be-7ae6-11e9-a106-68b59976a384,ERR3406162
ShaoY_2019,caeb9dfa-7ae6-11e9-a106-68b59976a384,ERR3406282
ShaoY_2019,cafcb52c-7ae6-11e9-a106-68b59976a384,ERR3406187
ShaoY_2019,cb0d4464-7ae6-11e9-a106-68b59976a384,ERR3406280
ShaoY_2019,cb1d35ea-7ae6-11e9-a106-68b59976a384,ERR3406070
ShaoY_2019,cb2d6640-7ae6-11e9-a106-68b59976a384,ERR3406164
ShaoY_2019,cb3d6dce-7ae6-11e9-a106-68b59976a384,ERR3406169
ShaoY_2019,cb4db4fe-7ae6-11e9-a106-68b59976a384,ERR3406276
ShaoY_2019,cb625b52-7ae6-11e9-a106-68b59976a384,ERR3405640
ShaoY_2019,cb78c108-7ae6-11e9-a106-68b59976a384,ERR3405648
ShaoY_2019,cb93f69e-7ae6-11e9-a106-68b59976a384,ERR3405639
ShaoY_2019,cba85058-7ae6-11e9-a106-68b59976a384,ERR3405641
ShaoY_2019,b9c58fd6-7ae6-11e9-a106-68b59976a384,ERR3405504
ShaoY_2019,b9acc05a-7ae6-11e9-a106-68b59976a384,ERR3405503
ShaoY_2019,b993f412-7ae6-11e9-a106-68b59976a384,ERR3405914
ShaoY_2019,b979469e-7ae6-11e9-a106-68b59976a384,ERR3405501
ShaoY_2019,b9607538-7ae6-11e9-a106-68b59976a384,ERR3405500
ShaoY_2019,b9484be8-7ae6-11e9-a106-68b59976a384,ERR3405502
ShaoY_2019,ca9bf638-7ae6-11e9-a106-68b59976a384,ERR3406076
ShaoY_2019,ca8e9cd6-7ae6-11e9-a106-68b59976a384,ERR3406269
ShaoY_2019,ca7d62f4-7ae6-11e9-a106-68b59976a384,ERR3406161
ShaoY_2019,ca6cbd8c-7ae6-11e9-a106-68b59976a384,ERR3406284
ShaoY_2019,bb0acdc0-7ae6-11e9-a106-68b59976a384,ERR3405890
ShaoY_2019,bafbc302-7ae6-11e9-a106-68b59976a384,ERR3405514
ShaoY_2019,baed87d8-7ae6-11e9-a106-68b59976a384,ERR3405513
ShaoY_2019,badfe79a-7ae6-11e9-a106-68b59976a384,ERR3405512
ShaoY_2019,bad37f14-7ae6-11e9-a106-68b59976a384,ERR3405933
ShaoY_2019,bac71bf2-7ae6-11e9-a106-68b59976a384,ERR3405833
ShaoY_2019,baa62500-7ae6-11e9-a106-68b59976a384,ERR3405888
ShaoY_2019,ba8cf4fe-7ae6-11e9-a106-68b59976a384,ERR3405511
ShaoY_2019,ba747dac-7ae6-11e9-a106-68b59976a384,ERR3405510
ShaoY_2019,ba5b4c88-7ae6-11e9-a106-68b59976a384,ERR3405509
ShaoY_2019,c5311b88-7ae6-11e9-a106-68b59976a384,ERR3406138
ShaoY_2019,ba42de82-7ae6-11e9-a106-68b59976a384,ERR3405906
ShaoY_2019,ba0fb9d0-7ae6-11e9-a106-68b59976a384,ERR3405507
ShaoY_2019,b9f6e5c2-7ae6-11e9-a106-68b59976a384,ERR3405506
ShaoY_2019,b9de2eec-7ae6-11e9-a106-68b59976a384,ERR3405505
ShaoY_2019,c986dbaa-7ae6-11e9-a106-68b59976a384,ERR3406093
ShaoY_2019,c99fbd82-7ae6-11e9-a106-68b59976a384,ERR3406153
ShaoY_2019,c9d7eab8-7ae6-11e9-a106-68b59976a384,ERR3406160
ShaoY_2019,ca0ce93e-7ae6-11e9-a106-68b59976a384,ERR3406275
ShaoY_2019,ca263c7c-7ae6-11e9-a106-68b59976a384,ERR3406082
ShaoY_2019,ca3f28fe-7ae6-11e9-a106-68b59976a384,ERR3406172
ShaoY_2019,ca5c8fca-7ae6-11e9-a106-68b59976a384,ERR3406165
ShaoY_2019,ba29afb6-7ae6-11e9-a106-68b59976a384,ERR3405508
ShaoY_2019,b92ee45a-7ae6-11e9-a106-68b59976a384,ERR3406001
ShaoY_2019,c50d5194-7ae6-11e9-a106-68b59976a384,ERR3406068
ShaoY_2019,c4d18790-7ae6-11e9-a106-68b59976a384,ERR3405845
ShaoY_2019,be1f9202-7ae6-11e9-a106-68b59976a384,ERR3405909
ShaoY_2019,be2f9b20-7ae6-11e9-a106-68b59976a384,ERR3405590
ShaoY_2019,be3f4836-7ae6-11e9-a106-68b59976a384,ERR3405610
ShaoY_2019,be4f3f2a-7ae6-11e9-a106-68b59976a384,ERR3405597
ShaoY_2019,be5fb2b0-7ae6-11e9-a106-68b59976a384,ERR3405744
ShaoY_2019,be6fe810-7ae6-11e9-a106-68b59976a384,ERR3406133
ShaoY_2019,be8023f6-7ae6-11e9-a106-68b59976a384,ERR3406203
ShaoY_2019,be90297c-7ae6-11e9-a106-68b59976a384,ERR3405578
ShaoY_2019,bea17dc6-7ae6-11e9-a106-68b59976a384,ERR3405584
ShaoY_2019,beb1b3ee-7ae6-11e9-a106-68b59976a384,ERR3405603
ShaoY_2019,bec1ef02-7ae6-11e9-a106-68b59976a384,ERR3406013
ShaoY_2019,bed21328-7ae6-11e9-a106-68b59976a384,ERR3405579
ShaoY_2019,bee21d86-7ae6-11e9-a106-68b59976a384,ERR3405604
ShaoY_2019,bef22b40-7ae6-11e9-a106-68b59976a384,ERR3405596
ShaoY_2019,bf00563e-7ae6-11e9-a106-68b59976a384,ERR3405886
ShaoY_2019,bf11083a-7ae6-11e9-a106-68b59976a384,ERR3405585
ShaoY_2019,bf21fab4-7ae6-11e9-a106-68b59976a384,ERR3405598
ShaoY_2019,bf31e4d8-7ae6-11e9-a106-68b59976a384,ERR3405602
ShaoY_2019,bf41d99c-7ae6-11e9-a106-68b59976a384,ERR3406023
ShaoY_2019,bf51b240-7ae6-11e9-a106-68b59976a384,ERR3405671
ShaoY_2019,bf616370-7ae6-11e9-a106-68b59976a384,ERR3405699
ShaoY_2019,be0fba1c-7ae6-11e9-a106-68b59976a384,ERR3405722
ShaoY_2019,bf7212ba-7ae6-11e9-a106-68b59976a384,ERR3406040
ShaoY_2019,bdfef8c6-7ae6-11e9-a106-68b59976a384,ERR3405698
ShaoY_2019,bddbbeba-7ae6-11e9-a106-68b59976a384,ERR3406202
ShaoY_2019,bd927b56-7ae6-11e9-a106-68b59976a384,ERR3406201
ShaoY_2019,bd7f94aa-7ae6-11e9-a106-68b59976a384,ERR3405745
ShaoY_2019,bd6fbabc-7ae6-11e9-a106-68b59976a384,ERR3405743
ShaoY_2019,bd6186fe-7ae6-11e9-a106-68b59976a384,ERR3406046
ShaoY_2019,bd5401fa-7ae6-11e9-a106-68b59976a384,ERR3405905
ShaoY_2019,bd46d494-7ae6-11e9-a106-68b59976a384,ERR3405995
ShaoY_2019,bd39f4d6-7ae6-11e9-a106-68b59976a384,ERR3405594
ShaoY_2019,bd2d8cc8-7ae6-11e9-a106-68b59976a384,ERR3405593
ShaoY_2019,bd1f53b0-7ae6-11e9-a106-68b59976a384,ERR3405606
ShaoY_2019,bd06f0e0-7ae6-11e9-a106-68b59976a384,ERR3405517
ShaoY_2019,bcf732ea-7ae6-11e9-a106-68b59976a384,ERR3405516
ShaoY_2019,bcdcfa10-7ae6-11e9-a106-68b59976a384,ERR3405515
ShaoY_2019,bcc2462a-7ae6-11e9-a106-68b59976a384,ERR3405942
ShaoY_2019,bca7ce12-7ae6-11e9-a106-68b59976a384,ERR3405605
ShaoY_2019,bc8d87a0-7ae6-11e9-a106-68b59976a384,ERR3405586
ShaoY_2019,bc6d8612-7ae6-11e9-a106-68b59976a384,ERR3405581
ShaoY_2019,bc50fd58-7ae6-11e9-a106-68b59976a384,ERR3405601
ShaoY_2019,bc36828e-7ae6-11e9-a106-68b59976a384,ERR3405580
ShaoY_2019,bc164b4a-7ae6-11e9-a106-68b59976a384,ERR3405577
ShaoY_2019,bc015686-7ae6-11e9-a106-68b59976a384,ERR3406000
ShaoY_2019,bdc90a54-7ae6-11e9-a106-68b59976a384,ERR3405611
ShaoY_2019,bdee828e-7ae6-11e9-a106-68b59976a384,ERR3405666
ShaoY_2019,bf81ab8a-7ae6-11e9-a106-68b59976a384,ERR3405588
ShaoY_2019,bf98775c-7ae6-11e9-a106-68b59976a384,ERR3405607
ShaoY_2019,bfa8ba9a-7ae6-11e9-a106-68b59976a384,ERR3405592
ShaoY_2019,c295a4ac-7ae6-11e9-a106-68b59976a384,ERR3406142
ShaoY_2019,c2c985f6-7ae6-11e9-a106-68b59976a384,ERR3406207
ShaoY_2019,c2e5f042-7ae6-11e9-a106-68b59976a384,ERR3406108
ShaoY_2019,c3002e76-7ae6-11e9-a106-68b59976a384,ERR3406134
ShaoY_2019,c31941b8-7ae6-11e9-a106-68b59976a384,ERR3405589
ShaoY_2019,c333923e-7ae6-11e9-a106-68b59976a384,ERR3405608
ShaoY_2019,c34c8686-7ae6-11e9-a106-68b59976a384,ERR3405591
ShaoY_2019,c365fe9a-7ae6-11e9-a106-68b59976a384,ERR3405889
ShaoY_2019,c3803fda-7ae6-11e9-a106-68b59976a384,ERR3405847
ShaoY_2019,c39c501c-7ae6-11e9-a106-68b59976a384,ERR3405939
ShaoY_2019,c3b46af8-7ae6-11e9-a106-68b59976a384,ERR3405841
ShaoY_2019,c3cd9104-7ae6-11e9-a106-68b59976a384,ERR3405983
ShaoY_2019,c3e63c9a-7ae6-11e9-a106-68b59976a384,ERR3405985
ShaoY_2019,c3ff897a-7ae6-11e9-a106-68b59976a384,ERR3406003
ShaoY_2019,c418e320-7ae6-11e9-a106-68b59976a384,ERR3405849
ShaoY_2019,c432baca-7ae6-11e9-a106-68b59976a384,ERR3405935
ShaoY_2019,c44f21b0-7ae6-11e9-a106-68b59976a384,ERR3405840
ShaoY_2019,c468b008-7ae6-11e9-a106-68b59976a384,ERR3406005
ShaoY_2019,c482a6fc-7ae6-11e9-a106-68b59976a384,ERR3405838
ShaoY_2019,c49c66be-7ae6-11e9-a106-68b59976a384,ERR3405984
ShaoY_2019,c4b689ea-7ae6-11e9-a106-68b59976a384,ERR3406007
ShaoY_2019,c262288e-7ae6-11e9-a106-68b59976a384,ERR3405898
ShaoY_2019,c24895c2-7ae6-11e9-a106-68b59976a384,ERR3405595
ShaoY_2019,c22ef25c-7ae6-11e9-a106-68b59976a384,ERR3405609
ShaoY_2019,c2120872-7ae6-11e9-a106-68b59976a384,ERR3405587
ShaoY_2019,bfbf89aa-7ae6-11e9-a106-68b59976a384,ERR3405642
ShaoY_2019,bfd415b4-7ae6-11e9-a106-68b59976a384,ERR3405633
ShaoY_2019,bfeecb70-7ae6-11e9-a106-68b59976a384,ERR3405634
ShaoY_2019,c006a81c-7ae6-11e9-a106-68b59976a384,ERR3405636
ShaoY_2019,c01faec0-7ae6-11e9-a106-68b59976a384,ERR3406258
ShaoY_2019,c039335e-7ae6-11e9-a106-68b59976a384,ERR3406135
ShaoY_2019,c0528962-7ae6-11e9-a106-68b59976a384,ERR3406296
ShaoY_2019,c06bbd56-7ae6-11e9-a106-68b59976a384,ERR3405672
ShaoY_2019,c0855176-7ae6-11e9-a106-68b59976a384,ERR3405680
ShaoY_2019,c09e89fc-7ae6-11e9-a106-68b59976a384,ERR3405843
ShaoY_2019,c4efcec6-7ae6-11e9-a106-68b59976a384,ERR3406002
ShaoY_2019,c0b6f79e-7ae6-11e9-a106-68b59976a384,ERR3405837
ShaoY_2019,c0e87fa8-7ae6-11e9-a106-68b59976a384,ERR3406148
ShaoY_2019,c103b692-7ae6-11e9-a106-68b59976a384,ERR3406204
ShaoY_2019,c11ede9a-7ae6-11e9-a106-68b59976a384,ERR3405846
ShaoY_2019,c13b79a6-7ae6-11e9-a106-68b59976a384,ERR3405836
ShaoY_2019,c1565992-7ae6-11e9-a106-68b59976a384,ERR3406031
ShaoY_2019,c172023c-7ae6-11e9-a106-68b59976a384,ERR3405599
ShaoY_2019,c1936fe4-7ae6-11e9-a106-68b59976a384,ERR3405600
ShaoY_2019,c1b1e3ac-7ae6-11e9-a106-68b59976a384,ERR3405612
ShaoY_2019,c1dd4f42-7ae6-11e9-a106-68b59976a384,ERR3406066
ShaoY_2019,c1f80c88-7ae6-11e9-a106-68b59976a384,ERR3406205
ShaoY_2019,c0cfb202-7ae6-11e9-a106-68b59976a384,ERR3405910
ShaoY_2019,b9169706-7ae6-11e9-a106-68b59976a384,ERR3405824
ShaoY_2019,b8fdcd48-7ae6-11e9-a106-68b59976a384,ERR3405499
ShaoY_2019,b8e326f0-7ae6-11e9-a106-68b59976a384,ERR3405498
ShaoY_2019,d4d91590-7ae6-11e9-a106-68b59976a384,ERR3405124
ShaoY_2019,d4f20dc0-7ae6-11e9-a106-68b59976a384,ERR3405009
ShaoY_2019,d50aec1e-7ae6-11e9-a106-68b59976a384,ERR3405033
ShaoY_2019,d523e35e-7ae6-11e9-a106-68b59976a384,ERR3405022
ShaoY_2019,d53c87ba-7ae6-11e9-a106-68b59976a384,ERR3405051
ShaoY_2019,d556f776-7ae6-11e9-a106-68b59976a384,ERR3405049
ShaoY_2019,d5700392-7ae6-11e9-a106-68b59976a384,ERR3405137
ShaoY_2019,d58984de-7ae6-11e9-a106-68b59976a384,ERR3405138
